,movie_id,movie_title,release_date,unknown,action,adventure,animation,childrens,comedy,crime,documentary,drama,fantasy,film_noir,horror,musical,mystery,romance,sci_fi,thriller,war,western,overview
15,16,French Twist (Gazon maudit) (1995),1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again."
16,17,From Dusk Till Dawn (1996),1996-02-05,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results."
17,18,"White Balloon, The (1995)",1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Several people try to help a little girl to find the money her mom gave her to buy a goldfish with.
18,19,Antonia's Line (1995),1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive."
19,20,Angels and Insects (1995),1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,In the 1800s a naturalist marries into a family of British country gentry.
20,21,Muppet Treasure Island (1996),1996-02-16,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"The Muppets set sail in search of treasure, with Jim Hawkins and Long John Silver."
21,22,Braveheart (1995),1996-02-16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.
22,23,Taxi Driver (1976),1996-02-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
23,24,Rumble in the Bronx (1995),1996-02-23,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.
24,25,"Birdcage, The (1996)",1996-03-08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.
25,26,"Brothers McMullen, The (1995)",1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity."
26,27,Bad Boys (1995),1995-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.
27,28,Apollo 13 (1995),1995-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
28,29,Batman Forever (1995),1995-01-01,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin."
29,30,Belle de jour (1967),1967-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
30,31,Crimson Tide (1995),1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so."
31,32,Crumb (1994),1994-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.
32,33,Desperado (1995),1995-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.
33,34,"Doom Generation, The (1995)",1995-01-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex-and-violence-filled journey through an America of psychos and quickie marts."
34,35,Free Willy 2: The Adventure Home (1995),1995-01-01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.
35,36,Mad Love (1995),1995-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.
36,37,Nadja (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are being hunted by Dr. Van Helsing and his hapless nephew. As in all good vampire movies, forces of love are pitted against forces of destruction.—Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>"
37,38,"Net, The (1995)",1995-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger."
38,39,Strange Days (1995),1995-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.
39,40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town."
40,41,Billy Madison (1995),1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again."
41,42,Clerks (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
42,43,Disclosure (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life."
43,44,Dolores Claiborne (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,A big city reporter travels to a small town where her mother has been arrested for the murder of an elderly woman for whom she worked as a housekeeper.
44,45,Eat Drink Man Woman (1994),1994-01-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.
45,46,Exotica (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away."
46,47,Ed Wood (1994),1994-01-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.
47,48,Hoop Dreams (1994),1994-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.
48,49,I.Q. (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from him and his friends."
49,50,Star Wars (1977),1977-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader."
50,51,Legends of the Fall (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war."
51,52,"Madness of King George, The (1994)",1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation."
52,53,Natural Born Killers (1994),1994-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.
53,54,Outbreak (1995),1995-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.
54,55,"Professional, The (1994)",1994-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade."
55,56,Pulp Fiction (1994),1994-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption."
56,57,Priest (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A homosexual Catholic priest finds out during confessional that a young girl is being sexually abused by her father, and has to decide how to deal with both that secret and his own."
57,58,Quiz Show (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation."
58,59,Three Colors: Red (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A model discovers a retired judge is keen on invading people's privacy.
59,60,Three Colors: Blue (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A woman struggles to find a way to live her life after the death of her husband and child.
60,61,Three Colors: White (1994),1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"After his wife divorces him, a Polish immigrant plots to get even with her."
61,62,Stargate (1994),1994-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra."
62,63,"Santa Clause, The (1994)",1994-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place."
63,64,"Shawshank Redemption, The (1994)",1994-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion."
64,65,What's Eating Gilbert Grape (1993),1993-01-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.
65,66,While You Were Sleeping (1995),1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,A hopelessly romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.
66,67,Ace Ventura: Pet Detective (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.
67,68,"Crow, The (1994)",1994-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.
68,69,Forrest Gump (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart."
69,70,Four Weddings and a Funeral (1994),1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love."
70,71,"Lion King, The (1994)",1994-01-01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself."
71,72,"Mask, The (1994)",1994-01-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.
72,73,Maverick (1994),1994-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief."
73,74,Faster Pussycat! Kill! Kill! (1965),1965-01-01,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Three go-go dancers holding a young girl hostage come across a crippled old man living with his two sons in the desert. After learning he's hiding a sum of cash around, the women start scheming on him."
74,75,Brother Minister: The Assassination of Malcolm X (1994),1994-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Brother Minister reveals the mystery surrounding the assassination of Malcolm X at the Audubon Ballroom in New York City on February 21, 1965. It probes the innocence of two of the convicted assassins, reveals the true identity of the killers, examines the FBI and NYPD clandestine roles in the assassination, and discovers the secret origin of the Nation of Islam and its political and religious legacy in America.—Jack Baxter"
75,76,Carlito's Way (1993),1993-01-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
76,77,"Firm, The (1993)",1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.
77,78,Free Willy (1993),1993-01-01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale."
78,79,"Fugitive, The (1993)",1993-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
79,80,Hot Shots! Part Deux (1993),1993-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams."
80,81,"Hudsucker Proxy, The (1994)",1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.
81,82,Jurassic Park (1993),1993-01-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.
82,83,Much Ado About Nothing (1993),1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Young lovers, and soon to wed, Hero and Claudio conspire to get verbal sparring partners and confirmed singles, Benedick and Beatrice, to wed as well."
83,84,Robert A. Heinlein's The Puppet Masters (1994),1994-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"The Earth is invaded by stingray-shaped alien ""slugs"" that ride on people's backs and control their minds."
84,85,"Ref, The (1994)",1994-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve."
85,86,"Remains of the Day, The (1993)",1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
86,87,Searching for Bobby Fischer (1993),1993-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A prepubescent chess prodigy is encouraged to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.
87,88,Sleepless in Seattle (1993),1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.
88,89,Blade Runner (1982),1982-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.
89,90,So I Married an Axe Murderer (1993),1993-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.
90,91,"Nightmare Before Christmas, The (1993)",1993-01-01,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion."
91,92,True Romance (1993),1993-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"In Detroit, a pop culture nerd steals cocaine from his new wife's pimp and tries to sell it in Hollywood, prompting the mobsters who own the drugs to pursue the couple."
92,93,Welcome to the Dollhouse (1995),1996-05-24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey."
93,94,Home Alone (1990),1990-01-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve."
94,95,Aladdin (1992),1992-01-01,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
95,96,Terminator 2: Judgment Day (1991),1991-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg."
96,97,Dances with Wolves (1990),1990-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose."
97,98,"Silence of the Lambs, The (1991)",1991-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims."
98,99,Snow White and the Seven Dwarfs (1937),1937-01-01,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
99,100,Fargo (1996),1997-02-14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
100,101,Heavy Metal (1981),1981-03-08,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror."
101,102,"Aristocats, The (1970)",1970-01-01,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country."
102,103,All Dogs Go to Heaven 2 (1996),1996-03-29,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home."
103,104,Theodore Rex (1995),1996-03-29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon."
104,105,Sgt. Bilko (1996),1996-03-29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure."
105,106,Diabolique (1996),1996-01-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.
106,107,Moll Flanders (1996),1996-06-14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"The daughter of a thief, young Moll is placed in the care of a nunnery after her mother's execution, but the actions of an abusive priest lead her to rebel as a teenager, and she escapes to the dangerous streets of London. Further misfortunes drive her to accept a job as a prostitute from the conniving Mrs. Allworthy, where she first meets Hibble."
107,108,Kids in the Hall: Brain Candy (1996),1996-04-12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects."
108,109,Mystery Science Theater 3000: The Movie (1996),1996-04-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).
109,110,Operation Dumbo Drop (1995),1995-01-01,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"To keep the loyalty of a village during the Vietnam war, a U.S. Army officer and his unit struggle to deliver it a live elephant."
110,111,"Truth About Cats & Dogs, The (1996)",1996-04-26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,A successful veternarian & radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.
111,112,Flipper (1996),1996-05-10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A teenage boy sent to spend the summer with his eccentric uncle on the Florida coast befriends a remarkable dolphin and takes on local bad guys who are polluting the water.
112,113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",1996-04-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband."
113,114,Wallace & Gromit: The Best of Aardman Animation (1996),1996-04-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Siskel and Ebert review Eraser (1996), [error], The Hunchback of Notre Dame (1996), Lone Star (1996), Nelly & Monsieur Arnaud (1995)."
114,115,"Haunted World of Edward D. Wood Jr., The (1995)",1996-04-26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,How was it possible that a movie like Plan 9 from Outer Space (1957) could be made? This documentary about Edward D. Wood Jr.'s masterpiece gives the answer.
115,116,Cold Comfort Farm (1995),1996-04-23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"A recently orphaned young woman goes to live with eccentric relatives in Sussex, where she sets about improving their gloomy lives."
116,117,"Rock, The (1996)",1996-06-07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco."
117,118,Twister (1996),1996-05-10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes."
118,119,Maya Lin: A Strong Clear Vision (1994),1994-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A film about the work of the artist most famous for her monuments such as the Vietnam Memorial Wall and the Civil Rights Fountain Memorial.
119,120,Striptease (1996),1996-06-28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.
120,121,Independence Day (ID4) (1996),1996-07-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"A ""mockumentary"" of the alien invasion during Independence Day. Barry Nolan hosts the programme, the first 9 minutes of which are a spoof news report of the events of the film. The middle bit is a discussion of the film by cast and crew, and at the end various scientists and politicians discuss what would happen if real aliens arrive on Earth."
